Time,PV Productie (W)
14-08-2016 23:45,"0"
15-08-2016 0:00,"0"
15-08-2016 0:15,"0"
15-08-2016 0:30,"0"
15-08-2016 0:45,"0"
15-08-2016 1:00,"0"
15-08-2016 1:15,"0"
15-08-2016 1:30,"0"
15-08-2016 1:45,"0"
15-08-2016 2:00,"0"
15-08-2016 2:15,"0"
15-08-2016 2:30,"0"
15-08-2016 2:45,"0"
15-08-2016 3:00,"0"
15-08-2016 3:15,"0"
15-08-2016 3:30,"0"
15-08-2016 3:45,"0"
15-08-2016 4:00,"0"
15-08-2016 4:15,"0"
15-08-2016 4:30,"0"
15-08-2016 4:45,"0"
15-08-2016 5:00,"0"
15-08-2016 5:15,"0"
15-08-2016 5:30,"0"
15-08-2016 5:45,"0"
15-08-2016 6:00,"0"
15-08-2016 6:15,"0"
15-08-2016 6:30,"17.6667"
15-08-2016 6:45,"78"
15-08-2016 7:00,"152.8333"
15-08-2016 7:15,"303.3333"
15-08-2016 7:30,"460.8333"
15-08-2016 7:45,"645.1667"
15-08-2016 8:00,"817"
15-08-2016 8:15,"1189.1666"
15-08-2016 8:30,"1451.3334"
15-08-2016 8:45,"1594.5"
15-08-2016 9:00,"2060.6667"
15-08-2016 9:15,"2272.5"
15-08-2016 9:30,"2467"
15-08-2016 9:45,"2694.5"
15-08-2016 10:00,"2768.1667"
15-08-2016 10:15,"3002.5"
15-08-2016 10:30,"3167.1667"
15-08-2016 10:45,"3308.5"
15-08-2016 11:00,"3416"
15-08-2016 11:15,"3414"
15-08-2016 11:30,"3672.1667"
15-08-2016 11:45,"3902.8333"
15-08-2016 12:00,"2666.5"
15-08-2016 12:15,"1969.8334"
15-08-2016 12:30,"2265.1667"
15-08-2016 12:45,"4083.1667"
15-08-2016 13:00,"3591.1667"
15-08-2016 13:15,"4221"
15-08-2016 13:30,"3380"
15-08-2016 13:45,"3933.8333"
15-08-2016 14:00,"3773.6667"
15-08-2016 14:15,"3668.8333"
15-08-2016 14:30,"3507.8333"
15-08-2016 14:45,"3492"
15-08-2016 15:00,"3409"
15-08-2016 15:15,"3275.8333"
15-08-2016 15:30,"3134"
15-08-2016 15:45,"2966.8333"
15-08-2016 16:00,"2790"
15-08-2016 16:15,"2616.1667"
15-08-2016 16:30,"2373.3333"
